id,titulo,nota,tipo de nota,diretor,generos
2026,A Caça,7.1,0 a 10,Louis Lagayette,"Terror, Thriller"
2041,Brinquedo Assassino,6.713,0 a 10,Tom Holland,Terror
2044,Casi el Paraíso,7.4,0 a 10,Edgar San Juan,"Drama, Crime, Comédia"
2055,Os Suspeitos,8.184,0 a 10,Bryan Singer,"Drama, Crime, Thriller"
2057,Sorria,6.659,0 a 10,Parker Finn,"Terror, Mistério, Thriller"
2058,Efeito Borboleta,7.576,0 a 10,Eric Bress,"Ficção científica, Thriller"
2059,Efeito Borboleta,7.576,0 a 10,Eric Bress,"Ficção científica, Thriller"
2062,Godzilla,6.339,0 a 10,Gareth Edwards,"Ação, Drama, Ficção científica"
2068,Os Suspeitos,8.1,0 a 10,Denis Villeneuve,"Drama, Thriller, Crime"
2073,Moana,0.0,0 a 10,Thomas Kail,"Aventura, Comédia, Família, Fantasia"
2076,Mogli: O Menino Lobo,6.866,0 a 10,Jon Favreau,"Família, Aventura, Drama, Fantasia"
2082,Aladdin,7.7,0 a 10,John Musker,"Animação, Família, Aventura, Fantasia, Romance"
2088,Quarteto Fantástico,5.786,0 a 10,Tim Story,"Ação, Fantasia, Ficção científica"
2091,Pânico,6.7,0 a 10,Tyler Gillett,"Terror, Mistério, Thriller"
2100,Sicario: Terra de Ninguém,7.399,0 a 10,Denis Villeneuve,"Ação, Crime, Thriller"
2106,Inferno,7.887,0 a 10,Luis Estrada,"Ação, Crime, Faroeste, Comédia, Drama"
2124,Aladdin,7.104,0 a 10,Guy Ritchie,"Aventura, Fantasia, Romance, Família"
2130,Laranja Mecânica,8.198,0 a 10,Stanley Kubrick,"Ficção científica, Crime"
2140,Soul,8.128,0 a 10,Pete Docter,"Animação, Família, Comédia, Fantasia"
2147,Os Dez Mandamentos,7.763,0 a 10,Cecil B. DeMille,"Drama, História"
2150,101 Dálmatas,7.184,0 a 10,Wolfgang Reitherman,"Aventura, Animação, Comédia, Família"
2151,Uma Linda Mulher,7.466,0 a 10,Garry Marshall,"Romance, Comédia"
2168,Odio el verano,6.5,0 a 10,Fernando García-Ruiz Rubio,Comédia
2178,Dragon Ball Z: Uma Nova Fusão,7.509,0 a 10,Shigeyasu Yamauchi,"Animação, Ação, Fantasia, Ficção científica"
2179,Dragon Ball Z: Uma Nova Fusão,7.509,0 a 10,Shigeyasu Yamauchi,"Animação, Ação, Fantasia, Ficção científica"
2186,A Hora do Pesadelo,7.341,0 a 10,Wes Craven,Terror
2187,Cinderela II: Os Sonhos Se Realizam,6.1,0 a 10,John Kafka,"Família, Animação, Romance, Fantasia"
2191,12 Homens e uma Sentença,8.545,0 a 10,Sidney Lumet,Drama
2197,Swingers,4.5,0 a 10,Tom Green,Documentário
2203,La La Land: Cantando Estações,7.902,0 a 10,Damien Chazelle,"Comédia, Drama, Romance, Música"
2206,Fogo Contra Fogo,7.917,0 a 10,Michael Mann,"Ação, Crime, Drama"
2210,Sexta-Feira 13,5.8,0 a 10,Marcus Nispel,"Terror, Thriller"
2218,Tubarão,7.664,0 a 10,Steven Spielberg,"Terror, Thriller, Aventura"
2219,Tubarão,7.664,0 a 10,Steven Spielberg,"Terror, Thriller, Aventura"
2220,Hotel Transilvânia,6.961,0 a 10,Genndy Tartakovsky,"Animação, Comédia, Família, Fantasia"
2234,Dumbo,7.005,0 a 10,Ben Sharpsteen,"Animação, Família"
2239,Hellboy,6.671,0 a 10,Guillermo del Toro,"Fantasia, Ação"
2247,Os Mercenários 3,6.217,0 a 10,Patrick Hughes,"Ação, Aventura, Thriller"
2259,Ford vs Ferrari,8.0,0 a 10,James Mangold,"Drama, Ação, História"
2260,Os Infiltrados,8.166,0 a 10,Martin Scorsese,"Drama, Thriller, Crime"
2261,Olhos Famintos,6.466,0 a 10,Victor Salva,"Terror, Thriller, Mistério, Drama"
2286,Alice no País das Maravilhas,7.2,0 a 10,Clyde Geronimi,"Animação, Família, Fantasia, Aventura"
2288,A Entrega,6.783,0 a 10,Michaël R. Roskam,"Drama, Crime"
2297,Jack: O Caçador de Gigantes,5.842,0 a 10,Bryan Singer,"Fantasia, Ação, Aventura, Drama"
2298,Doce Vingança 3: A Vingança é Minha,5.75,0 a 10,R.D. Braunstein,"Terror, Thriller"
2299,Jack: O Caçador de Gigantes,5.842,0 a 10,Bryan Singer,"Fantasia, Ação, Aventura, Drama"
2300,Doce Vingança 3: A Vingança é Minha,5.75,0 a 10,R.D. Braunstein,"Terror, Thriller"
2310,Quarteto Fantástico,4.417,0 a 10,Josh Trank,"Ação, Aventura, Ficção científica"
2316,Mogli: O Menino Lobo,7.284,0 a 10,Wolfgang Reitherman,"Família, Animação, Aventura"
2318,O Corcunda de Notre Dame,7.117,0 a 10,Gary Trousdale,"Drama, Animação, Família"
2325,Star Trek,7.429,0 a 10,J.J. Abrams,"Ficção científica, Ação, Aventura"
2334,Infiltrado,6.277,0 a 10,Javier Reyna,"Ação, Thriller, Crime"
2348,默杀,6.4,0 a 10,Boon-lip Quah,"Drama, Mistério, Crime, Terror"
2352,Calladita,4.7,0 a 10,Miguel Faus,Drama
2353,O Massacre da Serra Elétrica,6.27,0 a 10,Marcus Nispel,Terror
2356,A Lenda de Tarzan,5.906,0 a 10,David Yates,"Fantasia, Ação, Aventura"
2364,Guerra dos Mundos,6.511,0 a 10,Steven Spielberg,"Aventura, Thriller, Ficção científica"
2369,Donnie Darko,7.778,0 a 10,Richard Kelly,"Fantasia, Drama, Mistério"
2378,A Experiência,5.971,0 a 10,Roger Donaldson,"Ficção científica, Terror, Ação"
2379,A Experiência,5.971,0 a 10,Roger Donaldson,"Ficção científica, Terror, Ação"
2393,Peter Pan,7.2,0 a 10,Clyde Geronimi,"Animação, Família, Aventura, Fantasia"
2394,Fúria de Titãs,6.871,0 a 10,Desmond Davis,"Aventura, Fantasia"
2395,Pinóquio,7.105,0 a 10,Hamilton Luske,"Animação, Família, Fantasia"
2406,Atração Fatal,6.845,0 a 10,Adrian Lyne,"Thriller, Drama, Romance"
2410,O Máskara,6.959,0 a 10,Chuck Russell,"Romance, Comédia, Crime, Fantasia"
2412,O Conde de Monte Cristo,7.665,0 a 10,Kevin Reynolds,"Aventura, Drama, História"
2422,Matrix Reloaded,7.054,0 a 10,Lana Wachowski,"Aventura, Ação, Thriller, Ficção científica"
2434,O Rei do Show,7.892,0 a 10,Michael Gracey,Drama
2441,Sobrenatural: A Porta Vermelha,6.618,0 a 10,Patrick Wilson,"Terror, Thriller"
2444,Depois do Apocalipse,6.0,0 a 10,Benjamin Brewer,"Ficção científica, Thriller, Terror"
2450,Lolita,7.134,0 a 10,Adrian Lyne,"Drama, Romance"
2466,Kill Bill: Volume 2,7.878,0 a 10,Quentin Tarantino,"Ação, Crime, Thriller"
2470,Nocaute,7.0,0 a 10,Christian Sesma,"Ação, Thriller"
2481,O Regresso,7.531,0 a 10,Alejandro González Iñárritu,"Faroeste, Drama, Aventura"
2491,King Kong,6.9,0 a 10,Peter Jackson,"Aventura, Drama, Ação"
2509,V de Vingança,7.898,0 a 10,James McTeigue,"Ação, Thriller, Ficção científica"
2518,Halloween Ends,6.1,0 a 10,David Gordon Green,"Terror, Thriller"
2519,Halloween Ends,6.1,0 a 10,David Gordon Green,"Terror, Thriller"
2525,Rango,6.847,0 a 10,Gore Verbinski,"Animação, Comédia, Família, Faroeste, Aventura"
2531,Hellboy,5.566,0 a 10,Neil Marshall,"Fantasia, Terror, Ação, Aventura"
2533,Os Outros,7.6,0 a 10,Alejandro Amenábar,"Terror, Mistério, Thriller"
2537,Sete Homens e Um Destino,6.447,0 a 10,Antoine Fuqua,"Aventura, Ação, Faroeste"
2568,A Família Addams,6.61,0 a 10,Conrad Vernon,"Família, Animação, Comédia, Fantasia"
2601,Por Água Abaixo,6.296,0 a 10,David Bowers,"Aventura, Animação, Comédia, Família"
2608,Armadilha,6.219,0 a 10,Jon Amiel,"Romance, Drama, Mistério"
2614,O Patriota,7.185,0 a 10,Roland Emmerich,"Drama, História, Guerra, Ação"
2617,Ben-Hur,7.884,0 a 10,William Wyler,"História, Drama, Aventura, Ação"
2619,O Fabuloso Destino de Amélie Poulain,7.9,0 a 10,Jean-Pierre Jeunet,"Comédia, Romance"
2622,O Espelho,6.456,0 a 10,Mike Flanagan,Terror
2629,Annie,6.52,0 a 10,John Huston,"Comédia, Drama, Família"
2632,Os Fantasmas de Scrooge,6.882,0 a 10,Robert Zemeckis,"Animação, Família, Fantasia"
2638,17 Outra Vez,6.308,0 a 10,Burr Steers,"Comédia, Fantasia, Drama, Romance"
2639,17 Outra Vez,6.308,0 a 10,Burr Steers,"Comédia, Fantasia, Drama, Romance"
2641,Mortal Kombat,7.038,0 a 10,Simon McQuoid,"Ação, Fantasia, Aventura"
2643,Psicose,8.431,0 a 10,Alfred Hitchcock,"Terror, Thriller, Mistério"
2669,Corra!,7.623,0 a 10,Jordan Peele,"Mistério, Thriller, Terror"
2671,Sem Perdão,6.95,0 a 10,Ric Roman Waugh,"Crime, Drama, Thriller"
2678,Território Virgem,4.782,0 a 10,David Leland,"Aventura, Ação, Comédia, Romance"
2679,Território Virgem,4.782,0 a 10,David Leland,"Aventura, Ação, Comédia, Romance"
2685,Laura,6.5,0 a 10,Hanung Bramantyo,Drama
2686,A Vida é Bela,8.449,0 a 10,Roberto Benigni,"Comédia, Drama"
2692,Guardiões da Galáxia,7.9,0 a 10,James Gunn,"Ação, Ficção científica, Aventura"
2693,Independence Day,6.9,0 a 10,Roland Emmerich,"Ação, Aventura, Ficção científica"
2694,O Código Da Vinci,6.726,0 a 10,Ron Howard,"Thriller, Mistério"
2696,O Jogo Favorito,3.6,0 a 10,Bernar Hébert,Drama
2738,O Príncipe do Egito,7.281,0 a 10,Simon Wells,"Aventura, Animação, Drama, Família"
2748,12 Anos de Escravidão,7.942,0 a 10,Steve McQueen,"Drama, História"
2749,Sexta-Feira 13,6.394,0 a 10,Sean S. Cunningham,Terror
2755,As Tartarugas Ninja,6.654,0 a 10,Steve Barron,"Ficção científica, Ação, Aventura, Comédia, Família"
2757,Encontros e Desencontros,7.393,0 a 10,Sofia Coppola,"Drama, Romance"
2768,Cães de Guerra,6.9,0 a 10,Todd Phillips,"Comédia, Crime, Drama"
2770,O Procurado,6.526,0 a 10,Timur Bekmambetov,"Ação, Thriller, Crime"
2778,Alvin e os Esquilos,5.8,0 a 10,Tim Hill,"Comédia, Família, Fantasia, Animação"
2779,Alvin e os Esquilos,5.8,0 a 10,Tim Hill,"Comédia, Família, Fantasia, Animação"
2780,O Grande Lebowski,7.844,0 a 10,Joel Coen,"Comédia, Crime"
2793,A Nova Cinderela,6.558,0 a 10,Mark Rosman,"Comédia, Família, Romance"
2794,Swingers,5.8,0 a 10,Stephan Brenninkmeijer,"Romance, Drama"
2800,A Fera,6.621,0 a 10,Baltasar Kormákur,"Thriller, Ação, Terror"
2811,Alerta Vermelho,6.8,0 a 10,Rawson Marshall Thurber,"Ação, Comédia, Crime"
2817,O Juiz,7.3,0 a 10,David Dobkin,Drama
2826,Férias Frustradas,7.116,0 a 10,Harold Ramis,"Comédia, Aventura"
2833,O Hóspede,6.7,0 a 10,Adam Wingard,"Mistério, Thriller, Ação"
2834,Dança com Lobos,7.847,0 a 10,Kevin Costner,"Aventura, Drama, Faroeste"
2836,A Mulher Rei,7.674,0 a 10,Gina Prince-Bythewood,"Ação, Drama, História"
2858,Tá Chovendo Hambúrguer 2,6.441,0 a 10,Kris Pearn,"Animação, Família, Comédia"
2859,Tá Chovendo Hambúrguer 2,6.441,0 a 10,Kris Pearn,"Animação, Família, Comédia"
2860,O Sexto Sentido,7.957,0 a 10,M. Night Shyamalan,"Mistério, Thriller, Drama"
2866,A Fera,6.326,0 a 10,Daniel Barnz,"Drama, Fantasia, Romance"
2877,Chamas da Vingança,7.461,0 a 10,Tony Scott,"Ação, Drama, Thriller"
2879,Priscilla,6.858,0 a 10,Sofia Coppola,"Drama, Romance"
2899,Carrie: A Estranha,6.035,0 a 10,Kimberly Peirce,"Drama, Terror"
2907,Golpe Baixo,6.65,0 a 10,Peter Segal,"Drama, Comédia"
2909,101 Dálmatas,5.925,0 a 10,Stephen Herek,"Família, Comédia"
2916,"Conan, o Bárbaro",5.301,0 a 10,Marcus Nispel,"Aventura, Fantasia, Ação"
2939,Animal,6.54,0 a 10,Sandeep Reddy Vanga,"Ação, Crime, Drama"
2958,O Pianista,8.382,0 a 10,Roman Polanski,"Drama, Guerra"
2972,Cemitério Maldito,5.738,0 a 10,Dennis Widmyer,"Terror, Thriller"
2977,O Último Samurai,7.592,0 a 10,Edward Zwick,"Drama, Ação, Guerra"
2988,Risco Total,6.495,0 a 10,Renny Harlin,"Ação, Aventura, Thriller"
2998,Tom & Jerry: O Filme,6.785,0 a 10,Tim Story,"Comédia, Família, Animação"
3012,Sangue Negro,8.1,0 a 10,Paul Thomas Anderson,Drama
3013,A Rede Social,7.368,0 a 10,David Fincher,Drama
3027,Mulan,6.875,0 a 10,Niki Caro,"Aventura, Fantasia, Ação, Família"
3032,Godzilla,7.619,0 a 10,Ishirō Honda,"Thriller, Terror, Ficção científica"
3041,Beleza Americana,8.019,0 a 10,Sam Mendes,Drama
3044,1917,7.993,0 a 10,Sam Mendes,"Guerra, História, Thriller"
3053,Caçados,5.355,0 a 10,Tommy Boulding,"Terror, Thriller, Ação, Mistério, Crime, Drama"
3055,O Albergue,5.961,0 a 10,Eli Roth,Terror
3059,Joias Brutas,7.152,0 a 10,Josh Safdie,"Drama, Thriller, Crime"
3067,O Amor Não Tira Férias,7.092,0 a 10,Nancy Meyers,"Comédia, Romance"
3070,Amanhecer Violento,6.286,0 a 10,John Milius,"Ação, Thriller, Guerra, Drama, Ficção científica"
3092,A Bailarina,6.952,0 a 10,Lee Chung-hyun,"Ação, Aventura, Thriller"
3109,Os Intocáveis,7.8,0 a 10,Brian De Palma,"Crime, História, Thriller"
3116,Nocaute,7.365,0 a 10,Antoine Fuqua,"Ação, Drama"
3132,Colateral,7.223,0 a 10,Michael Mann,"Drama, Crime, Thriller"
3142,O Lutador,7.3,0 a 10,Isaac Florentine,"Ação, Crime, Thriller"
3151,A Culpa é das Estrelas,7.597,0 a 10,Josh Boone,"Romance, Drama"
3156,O Grande Hotel Budapeste,8.05,0 a 10,Wes Anderson,"Comédia, Drama"
3171,Pânico na Floresta 2,5.199,0 a 10,Tony Giglio,"Terror, Thriller"
3175,Dumbo,6.621,0 a 10,Tim Burton,"Família, Fantasia, Aventura"
3204,Vingança,6.46,0 a 10,Coralie Fargeat,"Ação, Terror"
3210,A Coisa,6.217,0 a 10,Matthijs van Heijningen Jr.,"Terror, Ficção científica, Mistério"
3212,A Lenda do Tesouro Perdido,6.634,0 a 10,Jon Turteltaub,"Aventura, Ação, Thriller, Mistério"
3240,Bohemian Rhapsody,7.986,0 a 10,Bryan Singer,"Música, Drama"
3246,A Bela e a Fera,6.166,0 a 10,Christophe Gans,"Fantasia, Romance"
3255,As Aventuras de Pi,7.4,0 a 10,Ang Lee,"Aventura, Drama"
3292,Férias Frustradas,6.31,0 a 10,John Francis Daley,Comédia
3301,A Profecia,7.404,0 a 10,Richard Donner,"Terror, Thriller"
3314,Emmanuelle,6.0,0 a 10,Just Jaeckin,"Drama, Romance"
3315,Lady Bird - A Hora de Voar,7.265,0 a 10,Greta Gerwig,"Drama, Comédia"
3317,A Viagem,6.888,0 a 10,Lilly Wachowski,"Drama, Ficção científica"
3324,A Intérprete,6.3,0 a 10,Sydney Pollack,"Crime, Thriller"
3327,Sem Saída,6.818,0 a 10,James Watkins,"Terror, Thriller"
3329,O Amante,7.002,0 a 10,Jean-Jacques Annaud,"Drama, Romance"
3334,Inferno,6.1,0 a 10,John G. Avildsen,"Ação, Drama, Romance"
3337,Nasce uma Estrela,7.501,0 a 10,Bradley Cooper,"Música, Drama, Romance"
3402,O Nome da Rosa,7.483,0 a 10,Jean-Jacques Annaud,"Drama, Thriller, Mistério"
3417,Onde Vivem os Monstros,6.493,0 a 10,Spike Jonze,"Família, Fantasia, Drama, Aventura"
3421,Mansão Mal-Assombrada,5.665,0 a 10,Rob Minkoff,"Thriller, Fantasia, Comédia, Família, Mistério"
3450,Xeque-Mate,5.0,0 a 10,Jorge Nisco,"Ação, Comédia"
3454,A Morte do Demônio,6.55,0 a 10,Fede Álvarez,Terror
3497,Sete Homens e Um Destino,7.522,0 a 10,John Sturges,"Faroeste, Ação, Aventura"
3514,Convenção das Bruxas,6.375,0 a 10,Robert Zemeckis,"Família, Comédia, Fantasia"
3541,Dunkirk,7.456,0 a 10,Christopher Nolan,"Guerra, Ação, Drama"
3560,Monstros,6.2,0 a 10,Gareth Edwards,"Drama, Thriller, Ficção científica"
3564,Hércules,4.794,0 a 10,Renny Harlin,"Ação, Aventura"
3578,O Vingador do Futuro,7.304,0 a 10,Paul Verhoeven,"Ação, Aventura, Ficção científica"
3581,A Hora do Pesadelo,5.5,0 a 10,Samuel Bayer,"Terror, Mistério, Thriller"
3582,A Fuga das Galinhas,6.817,0 a 10,Peter Lord,"Animação, Comédia, Família"
3584,O Irlandês,7.606,0 a 10,Martin Scorsese,"Crime, Drama, História"
3609,Duna,6.196,0 a 10,David Lynch,"Ação, Ficção científica, Aventura"
3645,A Caverna,6.232,0 a 10,Ben Foster,"Ficção científica, Aventura"
3657,Santuário,6.045,0 a 10,Alister Grierson,"Ação, Thriller"
3662,Chicago,7.125,0 a 10,Rob Marshall,"Comédia, Crime, Drama"
3669,Olhos de Gato,7.9,0 a 10,Tomotaka Shibayama,"Animação, Drama, Romance, Fantasia"
3680,Cisne Negro,7.688,0 a 10,Darren Aronofsky,"Drama, Thriller, Terror"
3687,Metrópolis,8.126,0 a 10,Fritz Lang,"Drama, Ficção científica"
3689,O Homem Mais Procurado,6.5,0 a 10,Anton Corbijn,Thriller
3696,A Grande Aposta,7.352,0 a 10,Adam McKay,"Comédia, Drama"
3709,A Rocha,7.13,0 a 10,Michael Bay,"Ação, Aventura, Thriller"
3716,Aftersun,7.7,0 a 10,Charlotte Wells,Drama
3734,As Panteras,5.834,0 a 10,McG,"Ação, Aventura, Comédia, Crime, Thriller"
3793,Adoráveis Mulheres,7.881,0 a 10,Greta Gerwig,"Drama, Romance, História"
3806,O Silêncio dos Inocentes,8.349,0 a 10,Jonathan Demme,"Crime, Drama, Thriller"
3808,Pinóquio,6.361,0 a 10,Robert Zemeckis,"Fantasia, Aventura, Família"
3827,O Menino que Descobriu o Vento,7.915,0 a 10,Chiwetel Ejiofor,"Drama, História"
3844,O Farol,7.509,0 a 10,Robert Eggers,"Drama, Fantasia, Thriller"
3850,O Justiceiro,6.3,0 a 10,Jonathan Hensleigh,"Ação, Crime, Drama"
3888,Alta Tensão,6.21,0 a 10,John Badham,"Ação, Aventura, Comédia, Romance"
3922,Medo,5.178,0 a 10,Deon Taylor,"Terror, Drama"
3957,O Último dos Moicanos,7.387,0 a 10,Michael Mann,"Ação, Aventura, Drama, História, Romance, Guerra"
3965,Robin Hood,7.301,0 a 10,Wolfgang Reitherman,"Animação, Família"
3980,O Diabo de Cada Dia,7.211,0 a 10,Antonio Campos,"Crime, Drama, Thriller"
4038,O Matador,7.604,0 a 10,John Woo,"Ação, Crime, Drama, Thriller"
4043,O Homem Invisível,7.113,0 a 10,Leigh Whannell,"Thriller, Ficção científica, Terror"
4048,A Bela e a Fera,7.5,0 a 10,Jean Cocteau,"Drama, Fantasia, Romance"
4053,O Escorpião Rei,5.59,0 a 10,Chuck Russell,"Ação, Aventura, Fantasia, Drama"
4069,A Caçada,6.648,0 a 10,Craig Zobel,"Ação, Thriller, Terror"
4090,O Pacto,5.581,0 a 10,Renny Harlin,"Fantasia, Terror, Aventura, Ação"
4112,O Hospedeiro,6.986,0 a 10,Bong Joon Ho,"Terror, Drama, Ficção científica"
4133,Branca de Neve,0.0,0 a 10,Marc Webb,"Família, Fantasia"
4192,Possessão,7.338,0 a 10,Andrzej Żuławski,Terror
4195,À Beira do Abismo,6.434,0 a 10,Asger Leth,"Ação, Thriller, Crime"
4226,Horas de Desespero,6.917,0 a 10,John Erick Dowdle,"Thriller, Ação"
4227,Contra o Tempo,6.1,0 a 10,Andrzej Bartkowiak,"Ação, Crime, Drama"
4267,Peter Pan,7.171,0 a 10,P.J. Hogan,"Aventura, Fantasia, Família"
4278,Cinderela,6.386,0 a 10,Kay Cannon,"Fantasia, Romance, Comédia"
4287,Substitutos,6.122,0 a 10,Jonathan Mostow,"Ficção científica, Ação, Thriller"
4331,Medo,6.428,0 a 10,James Foley,Thriller
4357,Gravidade,7.166,0 a 10,Alfonso Cuarón,"Ficção científica, Thriller, Drama"
4366,Noé,5.667,0 a 10,Darren Aronofsky,"Drama, Aventura"
4387,Os Sem-Floresta,6.56,0 a 10,Karey Kirkpatrick,"Família, Comédia, Animação"
4404,O Discurso do Rei,7.742,0 a 10,Tom Hooper,"Drama, História"
4413,Desventuras em Série,6.812,0 a 10,Brad Silberling,"Aventura, Comédia, Família"
4428,A Vila,6.468,0 a 10,M. Night Shyamalan,"Drama, Mistério, Thriller"
4431,Santuário,6.1,0 a 10,Zachary Wigon,"Drama, Thriller"
4434,Transformers,6.804,0 a 10,Michael Bay,"Aventura, Ficção científica, Ação"
4446,Robin Hood,6.391,0 a 10,Ridley Scott,"Ação, Aventura, História"
4447,Coração de Fogo,7.252,0 a 10,Theodore Anthony Lee Ty,"Animação, Família, Comédia"
4456,O Lado Escuro da Lua,6.0,0 a 10,Noah Luke,"Ficção científica, Ação"
4459,Gremlins 2: A Nova Geração,6.446,0 a 10,Joe Dante,"Comédia, Terror, Fantasia"
4462,O Quarto de Jack,8.022,0 a 10,Lenny Abrahamson,"Drama, Thriller"
4477,A Maldição,6.6,0 a 10,Kathryn Michelle,Terror
4480,O Pequeno Stuart Little,6.066,0 a 10,Rob Minkoff,"Família, Fantasia, Comédia, Aventura, Animação"
4490,A Pantera Cor-de-Rosa,5.833,0 a 10,Shawn Levy,"Comédia, Mistério, Crime, Aventura, Família"
4524,A Bússola de Ouro,6.068,0 a 10,Chris Weitz,"Aventura, Fantasia"
4538,Desejo Proibido,6.7,0 a 10,Tomasz Mandes,"Drama, Romance"
4540,Parker,6.038,0 a 10,Taylor Hackford,"Ação, Crime"
4558,Manchester à Beira-Mar,7.547,0 a 10,Kenneth Lonergan,Drama
4559,O Grito,6.7,0 a 10,Takashi Shimizu,Terror
4564,Convenção das Bruxas,6.9,0 a 10,Nicolas Roeg,"Fantasia, Família, Terror"
4566,"Conan, o Bárbaro",6.805,0 a 10,John Milius,"Aventura, Fantasia, Ação"
4591,Um Homem de Família,6.799,0 a 10,Brett Ratner,"Comédia, Drama, Romance, Fantasia"
4598,Contagem Regressiva,6.6,0 a 10,Eric Heisserer,"Drama, Thriller"
4604,Sem Perdão,6.2,0 a 10,Niels Arden Oplev,"Thriller, Ação, Crime, Drama"
4611,Sem Saída,6.9,0 a 10,Roger Donaldson,"Thriller, Drama"
4619,O Grito,5.903,0 a 10,Takashi Shimizu,"Terror, Mistério, Thriller"
4628,Sully: O Herói do Rio Hudson,7.189,0 a 10,Clint Eastwood,"Drama, História"
4637,Drácula,7.163,0 a 10,Tod Browning,Terror
4690,Passageiros,6.948,0 a 10,Morten Tyldum,"Drama, Romance, Ficção científica"
4693,Vício Frenético,6.167,0 a 10,Werner Herzog,"Drama, Crime"
4698,O Aviador,7.23,0 a 10,Martin Scorsese,Drama
4702,O Chamado,6.671,0 a 10,Gore Verbinski,"Terror, Mistério"
4728,Os Fabelmans,7.6,0 a 10,Steven Spielberg,Drama
4733,O Cavaleiro Solitário,6.098,0 a 10,Gore Verbinski,"Ação, Aventura, Faroeste"
4741,A Cura,6.334,0 a 10,Gore Verbinski,"Terror, Mistério, Ficção científica"
4748,Carol,7.5,0 a 10,Todd Haynes,"Romance, Drama"
4750,A Princesa Prometida,7.683,0 a 10,Rob Reiner,"Aventura, Família, Fantasia, Comédia, Romance"
4756,Amor à Flor da Pele,8.1,0 a 10,Wong Kar-wai,"Drama, Romance"
4763,Sem Saída,6.894,0 a 10,Damien Power,"Thriller, Mistério"
4778,Cemitério Maldito,6.628,0 a 10,Mary Lambert,"Terror, Drama"
4782,Alta Tensão,6.738,0 a 10,Alexandre Aja,"Terror, Thriller, Mistério"
4787,Desejo de Matar,6.171,0 a 10,Eli Roth,"Ação, Crime, Thriller"
4793,Papillon,7.843,0 a 10,Franklin J. Schaffner,"Crime, Drama"
4799,Contra o Tempo,7.3,0 a 10,Duncan Jones,"Thriller, Ficção científica, Mistério"
4803,Os Miseráveis,7.333,0 a 10,Tom Hooper,"História, Drama"
4824,O Homem Invisível,7.482,0 a 10,James Whale,"Terror, Ficção científica"
4828,O Espião Que Sabia Demais,6.626,0 a 10,Tomas Alfredson,"Drama, Thriller, Mistério"
4841,Godzilla,5.625,0 a 10,Roland Emmerich,"Ficção científica, Ação, Thriller"
4881,A Múmia,5.513,0 a 10,Alex Kurtzman,"Fantasia, Thriller, Ação, Aventura, Terror"
4882,Morte Súbita,6.39,0 a 10,Greg McLean,"Ação, Terror, Thriller"
4894,Alerta Vermelho,6.786,0 a 10,Kim Byung-seo,"Ação, Aventura, Thriller"
4910,Mansão Mal-Assombrada,6.494,0 a 10,Justin Simien,"Comédia, Drama, Terror, Fantasia, Família"
4917,Cidade das Sombras,6.337,0 a 10,Gil Kenan,"Aventura, Família, Fantasia"
4938,Desejo de Matar,6.895,0 a 10,Michael Winner,"Crime, Drama, Ação"
4940,King Kong,7.6,0 a 10,Merian C. Cooper,"Aventura, Fantasia, Terror"
4952,Doze é Demais,6.29,0 a 10,Shawn Levy,"Comédia, Família"
4960,Moana: Um Mar de Aventuras,7.571,0 a 10,John Musker,"Aventura, Comédia, Família, Animação"
4964,Animais Noturnos,7.428,0 a 10,Tom Ford,"Drama, Thriller"
4969,A Viagem,6.43,0 a 10,Jonathan Kaplan,"Drama, Thriller, Mistério"
4987,O Substituto,7.641,0 a 10,Tony Kaye,Drama
5001,Moonlight: Sob a Luz do Luar,7.4,0 a 10,Barry Jenkins,Drama
5034,O Juiz,5.8,0 a 10,Danny Cannon,Ficção científica
5052,Jojo Rabbit,8.024,0 a 10,Taika Waititi,"Comédia, Guerra, Drama"
5074,Trovão Tropical,6.677,0 a 10,Ben Stiller,"Ação, Comédia, Aventura, Guerra"
5112,O Último Rei da Escócia,7.423,0 a 10,Kevin Macdonald,Drama
5119,O Corcunda de Notre Dame,7.2,0 a 10,William Dieterle,"Drama, Romance, Terror"
5149,Os Inocentes,7.441,0 a 10,Jack Clayton,"Terror, Mistério"
5158,Bravura Indômita,7.4,0 a 10,Henry Hathaway,Faroeste
5160,O Silêncio,7.503,0 a 10,Ingmar Bergman,"Drama, Romance"
5161,King Kong,6.2,0 a 10,John Guillermin,"Aventura, Fantasia"
5187,A Hora do Espanto 2,6.345,0 a 10,Tommy Lee Wallace,"Terror, Comédia"
5194,A Caça,8.1,0 a 10,Thomas Vinterberg,Drama
5197,Enola Holmes,7.279,0 a 10,Harry Bradbeer,"Aventura, Mistério, Crime"
5207,O Apocalipse,5.3,0 a 10,Raffaele Mertes,"Drama, Cinema TV"
5241,A Profecia,5.624,0 a 10,John Moore,"Terror, Mistério, Thriller"
5246,A Caçada,6.289,0 a 10,David Michôd,"Crime, Drama"
5247,Papillon,7.345,0 a 10,Michael Noer,Drama
5252,Cidade das Sombras,7.326,0 a 10,Alex Proyas,"Mistério, Ficção científica"
5273,Alvo Duplo,7.408,0 a 10,John Woo,"Ação, Crime, Drama"
5278,A Forma da Água,7.245,0 a 10,Guillermo del Toro,"Drama, Fantasia, Romance"
5282,Medo,7.1,0 a 10,Kim Jee-woon,"Drama, Terror, Mistério"
