titulo,nota,tipo de nota,diretor,generos
A Espera de um Milagre,4.3,0 a 10, Frank Darabont,"Fantasia, Drama, Crime"
A Espia,4.4,0 a 10, Steven Spielberg,"Thriller, História"
A Espinha do Diabo,7.3,0 a 10,Guillermo del Toro,"Fantasia, Drama, Terror, Thriller"
A Espiã,7.466,0 a 10,Paul Verhoeven,"Drama, Thriller, Guerra"
A Espiã Que Sabia de Menos,6.836,0 a 10,Paul Feig,"Ação, Comédia, Crime"
A Esposa do Juiz,5.5,0 a 10,Lucio Fulci,Comédia
A Estrada,4.2,0 a 10,John Hillcoat,"Aventura, Drama"
A Estranha Família de Benjamim Button,4.6,0 a 10,David Fincher,Desconhecido
A Estranha Perfeita,4.4,0 a 10,Katherine Hardwicke,"Thriller, Crime, Mistério"
A Estranha Vida de Timothy Green,7.0,0 a 10,Peter Hedges,"Fantasia, Drama, Comédia, Família"
A Estreita Faixa Amarela,8.214,0 a 10,Celso R. García,Drama
A Experiência,5.971,0 a 10,Roger Donaldson,"Ficção científica, Terror, Ação"
A Experiência 4: O Despertar,4.687,0 a 10,Nick Lyon,"Terror, Ficção científica, Thriller"
A Experiência II: A Mutação,5.147,0 a 10,Peter Medak,"Ficção científica, Ação, Terror"
A Experiência III,5.264,0 a 10,Brad Turner,"Ficção científica, Ação, Terror"
A Face Oculta,6.7,0 a 10,Marlon Brando,"Faroeste, Drama"
A Famosa Bettie Page,6.329,0 a 10,Mary Harron,"Comédia, Drama"
A Família,6.359,0 a 10,Luc Besson,"Crime, Comédia, Ação"
A Família Addams,4.6,0 a 10, Barry Sonnenfeld,"Comédia, Fantasia"
A Família Addams 2,6.971,0 a 10,Barry Sonnenfeld,"Comédia, Família, Fantasia"
A Família Buscapé,6.295,0 a 10,Penelope Spheeris,"Comédia, Família"
A Família Mitchell e a Revolta das Máquinas,7.904,0 a 10,Mike Rianda,"Animação, Aventura, Comédia"
A Família da Noiva,5.977,0 a 10,Kevin Rodney Sullivan,"Comédia, Romance"
A Família do Futuro,6.913,0 a 10,Stephen J. Anderson,"Animação, Comédia, Família"
A Fantástica Fábrica de Chocolate,7.052,0 a 10,Tim Burton,"Aventura, Comédia, Família, Fantasia"
A Favorita,4.6,0 a 10, Yorgos Lanthimos,"Animação, Família, Comédia, Ação"
A Felicidade Não Se Compra,8.3,0 a 10,Frank Capra,"Drama, Família, Fantasia"
A Fera,6.621,0 a 10,Baltasar Kormákur,"Thriller, Ação, Terror"
A Fera Interior,6.051,0 a 10,Alexander J. Farrell,"Terror, Drama, Thriller"
A Fera da Guerra,7.0,0 a 10,Kevin Reynolds,"Guerra, Drama"
A Fera do Mar,7.36,0 a 10,Chris Williams,"Animação, Aventura, Ação, Família, Fantasia"
A Fera do Rock,6.275,0 a 10,Jim McBride,"Drama, História, Música"
A Festa de Babette,7.258,0 a 10,Gabriel Axel,Drama
A Fidelidade,5.9,0 a 10,Andrzej Żuławski,Drama
A Field in England,6.202,0 a 10,Ben Wheatley,"Terror, Thriller, Fantasia"
A Filha Perdida,4.3,0 a 10, Maggie Gyllenhaal,Drama
A Filha da Luz,5.345,0 a 10,Chuck Russell,"Drama, Terror, Thriller, Crime"
A Filha da Minha Mulher,6.662,0 a 10,Bertrand Blier,"Drama, Romance"
A Filha do Presidente,6.127,0 a 10,Forest Whitaker,"Família, Comédia, Drama, Romance"
A Filha do Rei,7.1,0 a 10,Sean McNamara,"Fantasia, Aventura, Família"
A Filha do Rei do Pântano,6.414,0 a 10,Neil Burger,"Thriller, Crime, Drama, Mistério"
A Final: Caos em Wembley,6.5,0 a 10,Kwabena Oppong,Documentário
A Firma,6.735,0 a 10,Sydney Pollack,"Drama, Mistério, Thriller"
A Flauta Mágica,6.5,0 a 10,Florian Sigl,"Aventura, Fantasia, Música, Família"
A Floresta das Esmeraldas,6.636,0 a 10,John Boorman,"Ação, Aventura, Drama"
A Forja - O Poder da Transformação,6.3,0 a 10,Alex Kendrick,Drama
A Forma da Água,4.7,0 a 10, Guillermo del Toro,"Drama, Fantasia, Romance"
A Forma do Medo,6.1,0 a 10,Chalit Krileadmongkon,"Thriller, Terror, Ficção científica"
A Fortaleza,5.789,0 a 10,James Cullen Bressack,"Ação, Thriller, Crime"
A Fortaleza Escondida,7.94,0 a 10,Akira Kurosawa,"Drama, Ação, Aventura"
A Força de um Amor,5.8,0 a 10,Jim McBride,"Romance, Drama, Ação"
A Força do Destino,7.011,0 a 10,Taylor Hackford,"Drama, Romance"
A Força em Alerta,6.279,0 a 10,Andrew Davis,"Ação, Thriller"
A Força em Alerta 2,5.833,0 a 10,Geoff Murphy,"Ação, Thriller"
A Fraternidade é Vermelha,7.9,0 a 10,Krzysztof Kieślowski,"Drama, Mistério, Romance"
A Freira,5.894,0 a 10,Corin Hardy,Terror
A Freira 2,6.775,0 a 10,Michael Chaves,Terror
A Fuga das Galinhas,4.5,0 a 10, Peter Lord,"Família, Animação, Aventura, Comédia"
A Fuga das Galinhas: A Ameaça dos Nuggets,7.028,0 a 10,Sam Fell,"Família, Animação, Aventura, Comédia"
A Fúria Divina,6.788,0 a 10,Jason Kim,"Ação, Terror, Aventura, Thriller"
A Fúria de Becky,6.327,0 a 10,Suzanne Coote,"Ação, Terror, Thriller"
A Fúria do Dragão,7.257,0 a 10,Lo Wei,"Drama, Ação, Thriller"
A Gaiola das Loucas,7.03,0 a 10,Mike Nichols,Comédia
A Galeria dos Corações Partidos,7.181,0 a 10,Natalie Krinsky,"Comédia, Romance"
A Gangue da Pesada,7.0,0 a 10,Philip Kaufman,Drama
A Gangue está em Campo,7.044,0 a 10,Phil Joanou,"Crime, Drama"
A Garfield Christmas,7.0,0 a 10,George Singer,"Animação, Família, Comédia"
A Garota Artificial,6.675,0 a 10,Franklin Ritch,"Ficção científica, Thriller, Mistério"
A Garota Dinamarquesa,7.585,0 a 10,Tom Hooper,Drama
A Garota Francesa,6.8,0 a 10,James A. Woods,"Romance, Comédia"
A Garota Ideal,7.176,0 a 10,Craig Gillespie,"Comédia, Drama, Romance"
A Garota Morta,6.023,0 a 10,Karen Moncrieff,"Mistério, Drama, Crime, Thriller"
A Garota Na Caixa,6.7,0 a 10,Stephen Kemp,Drama
A Garota Na Névoa,6.778,0 a 10,Donato Carrisi,"Mistério, Thriller, Crime"
A Garota da Capa Vermelha,4.1,0 a 10,Catherine Hardwicke,"Thriller, Drama, Fantasia, Mistério, Terror"
A Garota da Casa ao Lado,6.65,0 a 10,Gregory Wilson,"Thriller, Crime, Drama, Terror"
A Garota da Vez,0.0,0 a 10,Anna Kendrick,"Drama, Crime, Mistério"
A Garota de Miller,6.749,0 a 10,Jade Halley Bartlett,"Thriller, Comédia, Drama"
A Garota de Rosa Shocking,6.732,0 a 10,Howard Deutch,"Romance, Drama, Comédia"
A Garota do Parque,6.013,0 a 10,David Auburn,Drama
A Garota no Trem,6.439,0 a 10,Tate Taylor,"Thriller, Mistério, Drama, Crime"
A Garota que Conquistou o Tempo,7.782,0 a 10,Mamoru Hosoda,"Fantasia, Animação, Drama, Ficção científica"
A Grande Aposta,4.6,0 a 10, Adam McKay,"Comédia, Drama"
A Grande Aventura de Blue na Cidade,7.252,0 a 10,Matt Stawski,"Família, Aventura, Música, Animação, Comédia"
A Grande Beleza,4.5,0 a 10, Paolo Sorrentino,Drama
A Grande Entrevista,6.364,0 a 10,Philip Martin,Drama
A Grande Escapada,7.932,0 a 10,Gérard Oury,"Comédia, Guerra"
A Grande Escolha,6.7,0 a 10,Ivan Reitman,Drama
A Grande Fuga,6.754,0 a 10,Oliver Parker,"História, Drama, Guerra"
A Grande Ilusão,6.9,0 a 10,Robert Rossen,Drama
A Grande Jogada,4.4,0 a 10, Aaron Sorkin,"Drama, Crime"
A Grande Muralha,6.026,0 a 10,Zhang Yimou,"Ação, Aventura, Fantasia"
A Gripe,7.532,0 a 10,Kim Sung-soo,"Ação, Aventura, Ficção científica"
A Guarda do Leão: Um Novo Rugido,6.7,0 a 10,Howy Parkins,"Família, Cinema TV, Animação"
A Guerra das Flechas,7.246,0 a 10,Kim Han-min,"Drama, Ação, História"
A Guerra do Amanhã,7.535,0 a 10,Chris McKay,"Ação, Ficção científica, Aventura"
A Guerra do Amanhã 2,0.0,0 a 10,Chris McKay,"Ação, Ficção científica"
A Guerra do Hambúrguer,6.06,0 a 10,Brian Robbins,"Família, Comédia"
A Guerra do Hambúrguer 2,6.482,0 a 10,Phil Traill,"Família, Comédia"
A Guerra dos Monstros,6.7,0 a 10,Ishirō Honda,"Ficção científica, Ação"
A Guerra dos Mundos - O Ataque,5.06,0 a 10,Junaid Syed,"Ficção científica, Mistério, Thriller"
A Guerra dos Planetas,4.3,0 a 10, Luc Besson,"Drama, Ficção científica, Guerra"
A Guerra dos Sexos,6.773,0 a 10,Jonathan Dayton,"Drama, Comédia, História"
A Herança de Mr. Deeds,5.861,0 a 10,Steven Brill,"Comédia, Romance"
A História Pessoal de David Copperfield,6.5,0 a 10,Armando Iannucci,Comédia
A História Sem Fim 2,5.758,0 a 10,George T. Miller,"Família, Fantasia, Aventura"
A História Sem Fim 3,4.457,0 a 10,Peter MacDonald,"Fantasia, Família"
A História da Pixar,7.541,0 a 10,Leslie Iwerks,Documentário
A História de Ester,5.472,0 a 10,David A.R. White,"Cinema TV, Drama, Fantasia"
A História de O,5.593,0 a 10,Just Jaeckin,Drama
A História de Ricky,6.826,0 a 10,Lam Ngai Kai,"Ação, Crime, Ficção científica"
A História do Mundo: Parte I,6.8,0 a 10,Mel Brooks,Comédia
A História sem Fim,7.2,0 a 10,Wolfgang Petersen,"Aventura, Fantasia, Família, Drama"
A Hora Mais Escura,6.993,0 a 10,Kathryn Bigelow,"Thriller, Drama"
A Hora da Brutalidade,5.9,0 a 10,John Frankenheimer,"Crime, Drama, Thriller, Ação"
A Hora da Escuridão,5.276,0 a 10,Chris Gorak,"Terror, Ação, Thriller, Ficção científica"
A Hora da Sua Morte,6.261,0 a 10,Justin Dec,"Terror, Thriller"
A Hora do Acerto,7.134,0 a 10,Benny Chan,"Ação, Thriller, Crime, Drama"
A Hora do Desespero,5.992,0 a 10,Phillip Noyce,Thriller
A Hora do Espanto,7.029,0 a 10,Tom Holland,"Comédia, Terror"
A Hora do Espanto 2,6.345,0 a 10,Tommy Lee Wallace,"Terror, Comédia"
A Hora do Lobisomem,6.544,0 a 10,Daniel Attias,Terror
A Hora do Lobo,7.405,0 a 10,Ingmar Bergman,"Drama, Terror"
A Hora do Pesadelo,4.1,0 a 10,Wes Craven,Terror
A Hora do Pesadelo 2: A Vingança de Freddy,5.8,0 a 10,Jack Sholder,Terror
A Hora do Pesadelo 3: Os Guerreiros dos Sonhos,6.7,0 a 10,Chuck Russell,"Terror, Thriller, Fantasia"
A Hora do Pesadelo 4: O Mestre dos Sonhos,5.854,0 a 10,Renny Harlin,"Terror, Thriller"
A Hora do Pesadelo 5: O Maior Horror de Freddy,5.4,0 a 10,Stephen Hopkins,"Terror, Thriller"
A Hora do Pesadelo 6: Pesadelo Final - A Morte de Freddy,5.3,0 a 10,Rachel Talalay,"Terror, Thriller"
A Hora do Rango,6.3,0 a 10,Rob McKittrick,"Comédia, Romance"
A Hora do Rush,7.049,0 a 10,Brett Ratner,"Ação, Comédia, Crime"
A Hora do Rush 2,6.74,0 a 10,Brett Ratner,"Ação, Comédia, Crime"
A Hora do Rush 3,6.481,0 a 10,Brett Ratner,"Ação, Comédia, Crime"
A Hora do Vampiro,0.0,0 a 10,Gary Dauberman,Terror
A Hospedeira,6.289,0 a 10,Andrew Niccol,"Ação, Aventura, Ficção científica"
A Identidade Bourne,7.47,0 a 10,Doug Liman,"Ação, Drama, Mistério, Thriller"
A Igualdade é Branca,7.5,0 a 10,Krzysztof Kieślowski,"Comédia, Drama, Mistério"
A Ilha,6.675,0 a 10,Michael Bay,"Ação, Thriller, Ficção científica, Aventura"
A Ilha - Uma Prisão sem Grades,6.0,0 a 10,Christian Duguay,"Drama, Thriller"
A Ilha Misteriosa,6.5,0 a 10,Cy Endfield,"Aventura, Família, Ficção científica"
A Ilha da Fantasia,5.807,0 a 10,Jeff Wadlow,"Aventura, Fantasia, Terror, Mistério"
A Ilha da Garganta Cortada,5.785,0 a 10,Renny Harlin,"Ação, Aventura"
A Ilha do Dr Moreau,5.507,0 a 10,Don Taylor,"Ficção científica, Terror, Aventura"
A Ilha do Dr. Moreau,4.9,0 a 10,John Frankenheimer,"Ficção científica, Terror"
A Ilha dos Mortos,4.87,0 a 10,George A. Romero,Terror
A Incrível História de Adaline,7.48,0 a 10,Lee Toland Krieger,"Romance, Fantasia, Drama"
A Incrível História de Henry Sugar,7.235,0 a 10,Wes Anderson,"Comédia, Fantasia, Aventura"
A Incrível Jornada,6.955,0 a 10,Duwayne Dunham,"Aventura, Comédia, Família"
A Incrível Verdade,6.8,0 a 10,Hal Hartley,"Comédia, Drama, Romance"
A Iniciação,5.692,0 a 10,Gianfranco Mingozzi,"Comédia, Drama"
A Inocência do Primeiro Amor,6.6,0 a 10,David Seltzer,"Comédia, Drama, Romance"
A Insustentável Leveza do Ser,6.9,0 a 10,Philip Kaufman,"Drama, Romance"
A Interpretação dos Sonhos,4.2,0 a 10,David Cronenberg,Desconhecido
A Intérprete,4.3,0 a 10,Sergei Bodrov,"Crime, Thriller"
A Invasora,6.728,0 a 10,Julien Maury,Terror
A Invasão,5.986,0 a 10,David Twohy,"Ficção científica, Thriller, Terror"
A Invasão dos Discos Voadores,6.0,0 a 10,Fred F. Sears,"Ação, Ficção científica"
A Invasão: Ocupação Alienígena,6.2,0 a 10,Luke Sparke,"Ficção científica, Ação"
A Inveja Mata,4.9,0 a 10,Barry Levinson,Comédia
A Invenção de Hugo Cabret,4.5,0 a 10,Martin Scorsese,"Aventura, Drama, Família"
A Irmandade da Guerra,8.001,0 a 10,Kang Je-kyu,"Ação, Aventura, Drama, História, Guerra"
A Isca,5.7,0 a 10,Kimble Rendall,Terror
A Isca Perfeita,5.9,0 a 10,Jez Butterworth,"Comédia, Crime, Thriller"
A Janela Secreta,6.579,0 a 10,David Koepp,"Mistério, Thriller"
A Joia do Nilo,6.224,0 a 10,Lewis Teague,"Aventura, Ação, Comédia, Romance"
A Jornada,6.3,0 a 10,Alice Winocour,Drama
A Jornada de Srikanth,7.5,0 a 10,Tushar Hiranandani,Drama
A Jornada de Vivo,7.306,0 a 10,Kirk DeMicco,"Animação, Família, Comédia"
A Jovem Rainha Vitória,7.2,0 a 10,Jean-Marc Vallée,"Drama, História, Romance"
A Jovem e o Mar,7.896,0 a 10,Joachim Rønning,"História, Drama"
A Jurada,5.583,0 a 10,Brian Gibson,"Thriller, Crime, Drama"
A Justiceira,6.717,0 a 10,Pierre Morel,"Ação, Thriller"
A Lady e o Lobo: O Bicho tá Solto,5.919,0 a 10,Anthony Bell,"Animação, Família, Comédia, Aventura, Romance"
A Lagoa Azul,6.164,0 a 10,Randal Kleiser,"Romance, Aventura"
A Lei da Noite,4.1,0 a 10, Ben Affleck,"Crime, Drama, Thriller"
A Lei de Herodes,7.9,0 a 10,Luis Estrada,"Comédia, Crime, Mistério, Drama"
A Lenda,6.2,0 a 10,Ridley Scott,"Aventura, Fantasia"
A Lenda da Befana: O Início,6.1,0 a 10,Paola Randi,"Família, Fantasia, Comédia"
A Lenda da Llorona,7.771,0 a 10,Alberto Rodríguez,"Família, Animação, Fantasia, Terror"
A Lenda da Nahuala,7.813,0 a 10,Ricardo Arnaiz,"Animação, Família, Fantasia, Terror"
A Lenda da Serpente,7.685,0 a 10,Amp Wong,"Romance, Animação, Fantasia"
A Lenda de Beowulf,5.893,0 a 10,Robert Zemeckis,"Aventura, Ação, Animação"
A Lenda de Billie Jean,6.556,0 a 10,Matthew Robbins,"Ação, Comédia, Drama"
A Lenda de Tarzan,4.3,0 a 10, David Yates,"Fantasia, Ação, Aventura"
A Lenda do Cavaleiro Sem Cabeça,7.177,0 a 10,Tim Burton,"Drama, Fantasia, Thriller, Mistério, Terror"
A Lenda do Cavaleiro Verde,6.6,0 a 10,David Lowery,"Aventura, Drama, Fantasia"
A Lenda do Dragão Quebra-Ossos,6.934,0 a 10,John Puglisi,"Animação, Fantasia, Família, Aventura, Comédia, Cinema TV"
A Lenda do Mestre Chinês,6.425,0 a 10,Tony Ching Siu-Tung,"Ação, Fantasia"
A Lenda do Pianista do Mar,8.265,0 a 10,Giuseppe Tornatore,"Drama, Música"
A Lenda do Rei Macaco,5.588,0 a 10,Soi Cheang,"Ação, Aventura, Família, Fantasia"
A Lenda do Rei Macaco 2: Viagem ao Oeste,6.0,0 a 10,Soi Cheang,"Ação, Aventura, Fantasia"
A Lenda do Rei Macaco 3: Reino das Mulheres,5.5,0 a 10,Soi Cheang,"Aventura, Fantasia, Ação, Família"
A Lenda do Rei Macaco: A Volta do Herói,6.925,0 a 10,Tian Xiaopeng,"Fantasia, Animação, Comédia"
A Lenda do Tesouro Perdido,4.1,0 a 10, Peter MacDonald,"Aventura, Ação, Thriller, Mistério"
A Lenda do Tesouro Perdido: Livro dos Segredos,6.353,0 a 10,Jon Turteltaub,"Ação, Aventura, Mistério, Thriller"
A Lenda do Zorro,6.125,0 a 10,Martin Campbell,"Ação, Aventura, Faroeste"
A Lenda dos Desaparecidos,6.349,0 a 10,Henry Hathaway,Aventura
A Lenda dos Guardiões,6.807,0 a 10,Zack Snyder,"Animação, Aventura, Família, Fantasia"
A Liberdade é Azul,7.651,0 a 10,Krzysztof Kieślowski,Drama
A Libertação,6.292,0 a 10,Lee Daniels,"Terror, Thriller"
A Liga,6.254,0 a 10,Julian Farino,"Ação, Comédia"
A Liga Extraordinária,5.966,0 a 10,Stephen Norrington,"Fantasia, Ação, Thriller, Ficção científica"
A Liga de Monstros,6.799,0 a 10,Hamish Grieve,"Animação, Família"
A Ligação,7.535,0 a 10,Lee Chung-hyun,"Thriller, Mistério, Ficção científica"
A Lista,5.964,0 a 10,William Kaufman,"Ação, Thriller"
A Lista da Vingança,6.66,0 a 10,Editi Effiong,"Mistério, Thriller, Ação"
A Lista de Schindler,4.8,0 a 10, Steven Spielberg,"Drama, História, Guerra"
A Lista do Sr. Malcolm,6.032,0 a 10,Emma Holly Jones,"Romance, Comédia, Drama"
A Lista: Você Está Livre Hoje?,5.963,0 a 10,Marcel Langenegger,"Thriller, Mistério"
A Loja da Esquina,8.179,0 a 10,Ernst Lubitsch,"Comédia, Drama, Romance"
A Louca! Louca História de Robin Hood,6.598,0 a 10,Mel Brooks,Comédia
A Lula e a Baleia,6.9,0 a 10,Noah Baumbach,"Comédia, Drama"
A Luta de uma Vida,6.924,0 a 10,Barry Levinson,"História, Ação, Drama, Cinema TV"
A Luta pela Esperança,7.5,0 a 10,Ron Howard,"Romance, Drama, História"
A Luz do Demônio,6.922,0 a 10,Daniel Stamm,"Terror, Thriller"
A Magia da Vida,7.115,0 a 10,Brent Shields,"Drama, Romance, Cinema TV"
A Maior Aventura do Ursinho Pooh,7.2,0 a 10,Karl Geurs,"Animação, Família, Aventura"
A Maior História de Todos os Tempos,6.4,0 a 10,George Stevens,"Drama, História"
A Mais Louca Sexta-Feira em Apuros,6.3,0 a 10,Marcus Raboy,Comédia
A Maldição,6.6,0 a 10,Kathryn Michelle,Terror
A Maldição De Helena,5.589,0 a 10,Christian Bisceglia,"Terror, Thriller"
A Maldição da Casa Winchester,4.0,0 a 10, Michael Spierig e Peter Spierig,"Terror, Thriller"
A Maldição da Chorona,5.685,0 a 10,Michael Chaves,Terror
A Maldição da Flor Dourada,6.838,0 a 10,Zhang Yimou,"Ação, Drama, Fantasia"
A Maldição da Ponte: Ritual,6.1,0 a 10,Lester Hsi,Terror
A Maldição de Chucky,5.889,0 a 10,Don Mancini,"Terror, Thriller"
A Maldição de Frankenstein,6.7,0 a 10,Terence Fisher,"Terror, Ficção científica"
A Maldição de Hannah Stevenson,5.875,0 a 10,Jason Parker,"Fantasia, Terror"
A Maldição do Anel,6.227,0 a 10,Uli Edel,"Ação, Aventura, Fantasia, Cinema TV"
A Maldição do Queen Mary,5.2,0 a 10,Gary Shore,"Terror, Thriller, Mistério"
A Maldição dos Mortos-Vivos,6.382,0 a 10,Wes Craven,"Terror, Thriller"
A Malvada,8.099,0 a 10,Joseph L. Mankiewicz,Drama
A Mansão Mágica,6.346,0 a 10,Ben Stassen,"Família, Fantasia, Animação, Aventura"
A Mansão da Meia-Noite,6.313,0 a 10,Pete Walker,"Terror, Comédia, Mistério"
A Mansão do Inferno,6.7,0 a 10,Dario Argento,"Terror, Thriller"
A Marca da Forca,6.821,0 a 10,Ted Post,Faroeste
A Marca da Maldade,7.763,0 a 10,Orson Welles,"Crime, Thriller, Mistério"
A Marcha dos Pinguins,7.1,0 a 10,Luc Jacquet,"Documentário, Família"
A Megera Domada,6.9,0 a 10,Franco Zeffirelli,"Comédia, Romance"
A Melhor Casa Suspeita do Texas,6.128,0 a 10,Colin Higgins,Comédia
A Memória Infinita,8.169,0 a 10,Maite Alberdi,Documentário
A Menina do Fim da Rua,7.02,0 a 10,Nicolas Gessner,"Drama, Mistério, Thriller"
A Menina do Mar,7.067,0 a 10,Christian Sparkes,"Thriller, Mistério, Fantasia"
A Menina e o Dragão,7.282,0 a 10,Jian-Ping Li,"Ação, Aventura, Animação, Família, Fantasia"
A Menina e o Leão,7.309,0 a 10,Gilles de Maistre,"Aventura, Família, Drama"
A Menina e o Ovo de Anjo,7.761,0 a 10,Mamoru Oshii,"Animação, Fantasia, Mistério"
A Menina e o Porquinho,6.207,0 a 10,Gary Winick,"Comédia, Família, Fantasia"
A Menina que Roubava Livros,4.4,0 a 10, Brian Percival,Drama
A Mensageira,6.0,0 a 10,Zackary Adler,"Ação, Thriller, Aventura, Crime"
A Mente que Mente,5.962,0 a 10,Sean McGinly,Comédia
A Mentira,6.809,0 a 10,Will Gluck,Comédia
A Mesa de Café,7.1,0 a 10,Caye Casas,"Terror, Thriller, Drama"
A Milhões de Quilômetros,7.758,0 a 10,Alejandra Márquez Abella,"Drama, História"
A Minha Casa Caiu,5.957,0 a 10,Steven Brill,Comédia
A Missão,7.394,0 a 10,Roland Joffé,"Aventura, Drama, Ação, História"
A Missão de Sandy Bochechas,0.0,0 a 10,Liza Johnson,"Animação, Comédia, Aventura, Família"
A Mistake,6.0,0 a 10,Christine Jeffs,Drama
A Moment To Remember,7.806,0 a 10,John H. Lee,"Drama, Romance"
A Montanha Enfeitiçada,5.816,0 a 10,Andy Fickman,"Aventura, Família, Fantasia, Ficção científica, Thriller, Ação"
A Montanha Sagrada,7.6,0 a 10,Alejandro Jodorowsky,Drama
A Montanha dos Canibais,5.168,0 a 10,Sergio Martino,"Aventura, Terror"
A Morte Não Manda Recado,6.962,0 a 10,Sam Peckinpah,"Comédia, Faroeste, Ação"
A Morte Pede Carona,6.952,0 a 10,Robert Harmon,"Terror, Ação, Thriller"
A Morte Te Dá Parabéns,6.644,0 a 10,Christopher Landon,"Comédia, Terror, Mistério"
A Morte Te Dá Parabéns 2,6.304,0 a 10,Christopher Landon,"Comédia, Terror, Ficção científica"
A Morte de Stalin,7.01,0 a 10,Armando Iannucci,"Comédia, Drama, História"
A Morte de um Bookmaker Chinês,7.114,0 a 10,John Cassavetes,"Thriller, Crime, Drama"
A Morte de um Ciclista,4.2,0 a 10,Antonio Hernández,"Crime, Drama, Thriller"
A Morte do Demônio,4.1,0 a 10,Fede Alvarez,"Terror, Thriller"
A Morte do Demônio: A Ascensão,6.961,0 a 10,Lee Cronin,"Terror, Thriller"
A Morte do Incrível Hulk,5.5,0 a 10,Bill Bixby,"Ação, Drama, Ficção científica, Cinema TV"
A Morte do Superman,6.709,0 a 10,Lauren Montgomery,"Ação, Animação, Ficção científica, Família"
A Morte e Vida de Charlie,6.962,0 a 10,Burr Steers,"Drama, Romance"
A Morte e Vida de Charlie St. Cloud,4.2,0 a 10,Burr Steers,"Drama, Romance"
A Morte e a Donzela,4.0,0 a 10, Roman Polanski,"Drama, Thriller"
A Morte e a Vida de Bobby Z,6.14,0 a 10,John Herzfeld,"Drama, Ação, Thriller, Crime"
A Morte lhe Cai Bem,6.762,0 a 10,Robert Zemeckis,"Comédia, Fantasia, Terror"
A Morte lhe Cai Bem - O Filme,6.314,0 a 10,Stephen Herek,"Drama, Fantasia, Comédia"
A Morte num Beijo,7.2,0 a 10,Robert Aldrich,"Mistério, Thriller, Crime"
A Mosca,7.408,0 a 10,David Cronenberg,"Terror, Ficção científica"
A Mosca 2,5.608,0 a 10,Chris Walas,"Terror, Ficção científica"
A Mula,6.847,0 a 10,Clint Eastwood,"Crime, Drama"
A Mulher Rei,4.5,0 a 10, Gina Prince-Bythewood,"Ação, Drama, História"
A Mulher da Areia,8.199,0 a 10,Hiroshi Teshigahara,"Drama, Thriller"
A Mulher de Preto,4.3,0 a 10,James Watkins,"Drama, Terror, Thriller"
A Mulher do Meu Irmão,6.279,0 a 10,Ricardo de Montreuil,"Romance, Drama"
A Muse,7.0,0 a 10,Jung Ji-woo,"Drama, Romance"
A Máquina,4.349,0 a 10,Brian A. Miller,"Thriller, Ficção científica, Ação, Aventura"
A Máquina Infernal,6.279,0 a 10,Andrew Hunt,"Thriller, Mistério"
A Máquina do Tempo,4.0,0 a 10,Simon Wells,"Ficção científica, Aventura, Ação"
A Máscara,4.3,0 a 10,Chuck Russell,"Ação, Aventura"
A Máscara de Ferro,6.171,0 a 10,Oleg Stepchenko,"Ação, Aventura, Família, Fantasia"
