id,titulo,nota,tipo de nota,diretor,generos
315,O Último Mestre do Ar,4.2,0 a 10,M. Night Shyamalan,"Ação, Aventura, Fantasia"
316,A Estrada,4.2,0 a 10,John Hillcoat,"Aventura, Drama"
317,O Vencedor,4.3,0 a 10,David O. Russell,Drama
318,Harry Potter e as Relíquias da Morte – Parte 1,4.4,0 a 10,Davies Yates,"Aventura, Fantasia"
319,Muitos Vivos,4.0,0 a 10,Andrew Stanton,"Faroeste, Música, Comédia"
320,O Artista,4.8,0 a 10,Michel Hazanavicius,"Drama, Comédia, Romance"
321,Cisne Negro,4.7,0 a 10,Darren Aronofsky,"Drama, Thriller, Terror"
322,Os Descendentes,4.6,0 a 10,Alexander Payne,"Comédia, Drama"
323,A Invenção de Hugo Cabret,4.5,0 a 10,Martin Scorsese,"Aventura, Drama, Família"
324,Missão: Impossível – Protocolo Fantasma,4.4,0 a 10,Brad Bird,"Ação, Thriller, Aventura"
325,Harry Potter e as Relíquias da Morte – Parte 2,4.5,0 a 10,Davies Yates,"Fantasia, Aventura"
326,Meia-Noite em Paris,4.4,0 a 10,Woody Allen,"Fantasia, Comédia, Romance"
327,A Intérprete,4.3,0 a 10,Sergei Bodrov,"Crime, Thriller"
328,O Espião que Sabia Demais,4.2,0 a 10,Tomas Alfredson,"Drama, Thriller, Mistério"
329,A Mulher de Preto,4.3,0 a 10,James Watkins,"Drama, Terror, Thriller"
330,Os Muppets,4.4,0 a 10,James Bobin,"Comédia, Família, Música"
331,A Separação,4.6,0 a 10,Asghar Farhadi,Documentário
332,Os Pinguins do Papai,4.2,0 a 10,Eric Darnell,"Comédia, Família"
333,A Rede Social,4.3,0 a 10,David Fincher,Drama
334,Rango,4.5,0 a 10,Gore Verbinski,"Animação, Comédia, Família, Faroeste, Aventura"
335,O Último Desafio,4.1,0 a 10,Kim Jee-woon,"Ação, Crime, Thriller"
336,O Lobo de Wall Street,4.7,0 a 10,Martin Scorsese,"Crime, Drama, Comédia"
337,Argo,4.5,0 a 10,Ben Affleck,"Drama, Thriller"
338,A Vida de Pi,4.6,0 a 10,Ang Lee,"Comédia, Drama, Romance"
339,Os Vingadores,4.8,0 a 10,Joss Whedon,"Ficção científica, Ação, Aventura"
340,Django Livre,4.6,0 a 10,Quentin Tarantino,"Drama, Faroeste"
341,A Espera,4.4,0 a 10,Paolo Sorrentino,"Ficção científica, Aventura, Thriller"
342,Os Miseráveis,4.5,0 a 10,Tom Hooper,"História, Drama"
343,A Invenção de Hugo Cabret,4.4,0 a 10,Martin Scorsese,"Aventura, Drama, Família"
344,O lado bom da vida,4.5,0 a 10,David O. Russell,"Drama, Comédia, Romance"
345,O Exótico Hotel Marigold,4.3,0 a 10,John Madden,"Drama, Comédia"
346,O Hobbit: Uma Jornada Inesperada,4.2,0 a 10,Peter Jackson,"Aventura, Fantasia, Ação"
347,A Morte do Demônio,4.1,0 a 10,Fede Alvarez,"Terror, Thriller"
348,As Aventuras de Pi,4.4,0 a 10,Ang Lee,"Aventura, Drama"
349,Os Sem-Floresta,4.3,0 a 10,Tim Johnson,"Família, Comédia, Animação"
350,A Possessão,4.0,0 a 10,Ole Bornedal,"Terror, Thriller"
351,12 Anos de Escravidão,4.7,0 a 10, Steve McQueen,"Drama, História"
352,Gravidade,4.6,0 a 10, Alfonso Cuarón,Animação
353,O Lobo de Wall Street,4.5,0 a 10, Martin Scorsese,"Crime, Drama, Comédia"
354,A Grande Beleza,4.5,0 a 10, Paolo Sorrentino,Drama
355,O Hobbit: A Desolação de Smaug,4.4,0 a 10, Peter Jackson,"Fantasia, Aventura, Ação"
356,Her,4.4,0 a 10, Spike Jonze,"Romance, Ficção científica, Drama"
357,O Homem de Aço,4.3,0 a 10, Zack Snyder,"Ação, Aventura, Ficção científica"
358,O Vendedor de Passados,4.3,0 a 10, Lula Buarque de Hollanda,Drama
359,Django Livre,4.3,0 a 10, Quentin Tarantino,"Drama, Faroeste"
360,A Caverna,4.2,0 a 10, Luciano Sabino,"Ficção científica, Aventura"
361,O Espião Que Sabia Demais,4.2,0 a 10, Tomas Alfredson,"Drama, Thriller, Mistério"
362,Lovelace,4.1,0 a 10, Rob Epstein & Jeffrey Friedman,Drama
363,O Hospedeiro,4.1,0 a 10, Andrew Niccol,"Terror, Drama, Ficção científica"
364,Os Miseráveis,4.0,0 a 10, Tom Hooper,"História, Drama"
365,Parker,4.0,0 a 10, Taylor Hackford,"Ação, Crime"
366,Birdman,4.7,0 a 10, Alejandro G. Iñárritu,Documentário
367,O Grande Hotel Budapeste,4.6,0 a 10, Wes Anderson,"Comédia, Drama"
368,Whiplash,4.6,0 a 10, Damien Chazelle,"Drama, Música"
369,Boyhood,4.5,0 a 10, Richard Linklater,Drama
370,Interestelar,4.5,0 a 10, Christopher Nolan,"Aventura, Drama, Ficção científica"
371,O Jogo da Imitação,4.4,0 a 10, Morten Tyldum,"História, Drama, Thriller, Guerra"
372,Guardiões da Galáxia,4.4,0 a 10, James Gunn,"Ficção científica, Aventura, Ação"
373,O Homem Mais Procurado,4.3,0 a 10, Anton Corbijn,Thriller
374,A Teoria de Tudo,4.3,0 a 10, James Marsh,"Drama, Romance"
375,Maze Runner: Correr ou Morrer,4.2,0 a 10, Wes Ball,"Ação, Mistério, Ficção científica, Thriller"
376,Como Treinar o Seu Dragão 2,4.2,0 a 10, Dean DeBlois,"Fantasia, Ação, Aventura, Animação, Comédia, Família"
377,A Culpa é das Estrelas,4.1,0 a 10, Josh Boone,"Romance, Drama"
378,Noé,4.1,0 a 10, Darren Aronofsky,"Drama, Aventura"
379,O Novo Testamento,4.0,0 a 10, Jaco Van Dormael,Comédia
380,O Lobo de Wall Street,4.0,0 a 10, Martin Scorsese,"Crime, Drama, Comédia"
381,Mad Max: Estrada da Fúria,4.8,0 a 10, George Miller,"Ação, Aventura, Ficção científica"
382,O Regresso,4.7,0 a 10, Alejandro G. Iñárritu,"Faroeste, Drama, Aventura"
383,O Quarto de Jack,4.6,0 a 10, Lenny Abrahamson,"Drama, Thriller"
384,A Grande Aposta,4.6,0 a 10, Adam McKay,"Comédia, Drama"
385,Spotlight: Segredos Revelados,4.5,0 a 10, Tom McCarthy,"Drama, História"
386,Divertida Mente,4.5,0 a 10, Pete Docter,"Animação, Família, Aventura, Comédia, Fantasia"
387,Carol,4.4,0 a 10, Todd Haynes,"Romance, Drama"
388,A Espia,4.4,0 a 10, Steven Spielberg,"Thriller, História"
389,Coração Louco,4.3,0 a 10, David O. Russell,"Drama, Música, Romance"
390,O Destino dos Velozes e Furiosos,4.3,0 a 10, James Wan,Desconhecido
391,Sicario: Terra de Ninguém,4.2,0 a 10, Denis Villeneuve,"Ação, Crime, Thriller"
392,O Aviador,4.2,0 a 10, Martin Scorsese,Drama
393,O Pequeno Príncipe,4.1,0 a 10, Mark Osborne,"Aventura, Animação, Fantasia, Família"
394,Ex Machina,4.1,0 a 10, Alex Garland,"Drama, Ficção científica"
395,Vingadores: Era de Ultron,4.0,0 a 10, Joss Whedon,"Ação, Aventura, Ficção científica"
396,La La Land: Cantando Estações,4.8,0 a 10, Damien Chazelle,"Comédia, Drama, Romance, Música"
397,Moonlight: Sob a Luz do Luar,4.7,0 a 10, Barry Jenkins,Drama
398,Até o Último Homem,4.6,0 a 10, Mel Gibson,"Drama, História, Guerra"
399,Manchester à Beira-Mar,4.6,0 a 10, Kenneth Lonergan,Drama
400,A Chegada,4.5,0 a 10, Denis Villeneuve,"Drama, Ficção científica, Mistério"
401,Animais Noturnos,4.5,0 a 10, Tom Ford,"Drama, Thriller"
402,Capitão Fantástico,4.4,0 a 10, Matt Ross,"Aventura, Drama"
403,O Livro de Imagens,4.4,0 a 10, Jean-Luc Godard,Desconhecido
404,A Lenda de Tarzan,4.3,0 a 10, David Yates,"Fantasia, Ação, Aventura"
405,O Caso Spotlight,4.3,0 a 10, Tom McCarthy,"Drama, História"
406,Sully: O Herói do Rio Hudson,4.2,0 a 10, Clint Eastwood,"Drama, História"
407,Com Amor e Sorte,4.2,0 a 10, Garth Jennings,"Comédia, Drama, Família, Fantasia, Romance"
408,Jack Reacher: Sem Retorno,4.1,0 a 10, Edward Zwick,"Ação, Thriller"
409,A Lei da Noite,4.1,0 a 10, Ben Affleck,"Crime, Drama, Thriller"
410,Moana: Um Mar de Aventuras,4.0,0 a 10, Ron Clements,"Aventura, Comédia, Família, Animação"
411,Corra!,4.8,0 a 10, Jordan Peele,"Mistério, Thriller, Terror"
412,Dunkirk,4.7,0 a 10, Christopher Nolan,"Guerra, Ação, Drama"
413,A Forma da Água,4.7,0 a 10, Guillermo del Toro,"Drama, Fantasia, Romance"
414,Lady Bird - A Hora de Voar,4.6,0 a 10, Greta Gerwig,"Drama, Comédia"
415,O Destino dos Velozes e Furiosos,4.5,0 a 10, F. Gary Gray,Desconhecido
416,Mudbound,4.5,0 a 10, Dee Rees,Drama
417,O Poderoso Chefinho,4.4,0 a 10, Tom McGrath,"Animação, Comédia, Aventura, Família"
418,Logan,4.4,0 a 10, James Mangold,"Ação, Drama, Ficção científica"
419,A Guerra dos Planetas,4.3,0 a 10, Luc Besson,"Drama, Ficção científica, Guerra"
420,The Disaster Artist,4.3,0 a 10, James Franco,"Comédia, Drama"
421,O Rei do Show,4.2,0 a 10, Michael Gracey,Drama
422,Blade Runner 2049,4.2,0 a 10, Denis Villeneuve,"Ficção científica, Drama"
423,O Livro de Henry,4.1,0 a 10, Colin Trevorrow,"Drama, Crime, Thriller"
424,Rosencrantz e Guildenstern Estão Mortos,4.1,0 a 10, Tom Stoppard,"Comédia, Drama"
425,Pantera Negra,4.7,0 a 10, Ryan Coogler,"Ação, Aventura, Ficção científica"
426,Roma,4.7,0 a 10, Alfonso Cuarón,Drama
427,A Favorita,4.6,0 a 10, Yorgos Lanthimos,"Animação, Família, Comédia, Ação"
428,Nasce uma Estrela,4.6,0 a 10, Bradley Cooper,"Música, Drama, Romance"
429,O Infiltrado na Klan,4.5,0 a 10, Spike Lee,"Crime, Comédia, Drama"
430,Bohemian Rhapsody,4.5,0 a 10, Bryan Singer,"Música, Drama"
431,Vingadores: Guerra Infinita,4.4,0 a 10, Anthony e Joe Russo,"Aventura, Ação, Ficção científica"
432,A Grande Jogada,4.4,0 a 10, Aaron Sorkin,"Drama, Crime"
433,Spider-Man: No Aranhaverso,4.3,0 a 10, Bob Persichetti & Peter Ramsey & Rodney Rothman,"Animação, Ação, Aventura, Ficção científica"
434,Um Lugar Silencioso,4.3,0 a 10, John Krasinski,"Terror, Ficção científica, Thriller"
435,Os Incríveis 2,4.2,0 a 10, Brad Bird,"Ação, Aventura, Animação, Família"
436,Hereditário,4.2,0 a 10, Ari Aster,"Terror, Mistério, Thriller"
437,O Que De Verdade Importa,4.1,0 a 10, Paco Arango,"Família, Drama, Comédia"
438,No Olho do Tornado,4.1,0 a 10, Steven Quale,"Ação, Thriller"
439,A Maldição da Casa Winchester,4.0,0 a 10, Michael Spierig e Peter Spierig,"Terror, Thriller"
440,Parasita,4.8,0 a 10, Bong Joon-ho,"Comédia, Thriller, Drama"
441,1917,4.7,0 a 10, Sam Mendes,"Guerra, História, Thriller"
442,O Irlandês,4.7,0 a 10, Martin Scorsese,"Crime, Drama, História"
443,Coringa,4.6,0 a 10, Todd Phillips,"Drama, Crime, Thriller"
444,Era uma Vez em... Hollywood,4.6,0 a 10, Quentin Tarantino,"Comédia, Drama, Thriller"
445,Jojo Rabbit,4.5,0 a 10, Taika Waititi,"Comédia, Guerra, Drama"
446,Ford vs Ferrari,4.5,0 a 10, James Mangold,"Drama, Ação, História"
447,Joias Brutas,4.4,0 a 10, Benny Safdie e Josh Safdie,"Drama, Thriller, Crime"
448,Midsommar,4.4,0 a 10, Ari Aster,"Terror, Drama, Mistério"
449,O Farol,4.3,0 a 10, Robert Eggers,"Drama, Fantasia, Thriller"
450,A Família Addams,4.3,0 a 10, Conrad Vernon e Greg Tiernan,"Comédia, Fantasia"
451,O Rei,4.2,0 a 10, David Michôd,"Ficção científica, Aventura, Ação"
452,O Sol Também é uma Estrela,4.2,0 a 10, Ry Russo-Young,"Romance, Drama"
453,Klaus,4.1,0 a 10, Sergio Pablos,"Animação, Família, Aventura, Comédia, Fantasia"
454,Hobbs & Shaw,4.1,0 a 10, David Leitch,"Ação, Aventura, Comédia"
455,Nomadland,4.8,0 a 10, Chloé Zhao,Drama
456,O Menino que Descobriu o Vento,4.7,0 a 10, Chiwetel Ejiofor,"Drama, História"
457,O Som do Metal,4.7,0 a 10, Darius Marder,"Documentário, Música"
458,Minari,4.6,0 a 10, Lee Isaac Chung,Drama
459,A Voz Suprema do Blues,4.6,0 a 10, George C. Wolfe,"Drama, Música"
460,Soul,4.5,0 a 10, Pete Docter e Kemp Powers,"Animação, Família, Comédia, Fantasia"
461,O Pai,4.5,0 a 10, Florian Zeller,"Música, Comédia"
462,A Menina que Roubava Livros,4.4,0 a 10, Brian Percival,Drama
463,Palm Springs,4.4,0 a 10, Max Barbakow,"Comédia, Romance, Ficção científica"
464,A Rainha de Black Friday,4.3,0 a 10, Jake Kasdan,Desconhecido
465,Luta pela Liberdade,4.3,0 a 10, Regina King,"Thriller, Crime, História, Drama"
466,Enola Holmes,4.2,0 a 10, Harry Bradbeer,"Aventura, Mistério, Crime"
467,Da 5 Bloods: Irmãos de Armas,4.2,0 a 10, Spike Lee,"Guerra, Drama"
468,O Diabo de Cada Dia,4.1,0 a 10, Antonio Campos,"Crime, Drama, Thriller"
469,A Beleza de um Dia,4.1,0 a 10, Andrew Haigh,"Drama, Fantasia, Comédia"
470,Duna,4.8,0 a 10, Denis Villeneuve,"Ficção científica, Aventura"
471,Belfast,4.7,0 a 10, Kenneth Branagh,"Drama, História"
472,O Poderoso Chefinho 2: Negócios da Família,4.7,0 a 10, Tom McGrath,"Animação, Comédia, Aventura, Família"
473,Ataque dos Cães,4.6,0 a 10, Jane Campion,"Drama, Faroeste"
474,Licorice Pizza,4.6,0 a 10, Paul Thomas Anderson,"Drama, Comédia, Romance"
475,West Side Story,4.5,0 a 10, Steven Spielberg,"Crime, Drama, Romance"
476,O Beco do Pesadelo,4.5,0 a 10, Guillermo del Toro,"Crime, Drama, Thriller"
477,Noite de Paz,4.4,0 a 10, Emma Roberts,"Drama, Família"
478,Red: Crescer é uma Fera,4.4,0 a 10, Domee Shi,"Animação, Família, Comédia, Fantasia"
479,A Filha Perdida,4.3,0 a 10, Maggie Gyllenhaal,Drama
480,A Mãe do Blues,4.3,0 a 10, George C. Wolfe,"Drama, Música"
481,King Richard: Criando Campeãs,4.2,0 a 10, Reinaldo Marcus Green,"Drama, História"
482,Spider-Man: Sem Volta Para Casa,4.2,0 a 10, Jon Watts,"Ação, Aventura, Ficção científica"
483,Don’t Look Up: Não Olhe Para Cima,4.1,0 a 10, Adam McKay,"Comédia, Ficção científica, Drama"
484,A Casa Gucci,4.1,0 a 10, Ridley Scott,"História, Drama, Crime"
485,Tudo em Todo Lugar ao Mesmo Tempo,4.8,0 a 10, Daniel Kwan & Daniel Scheinert,"Ação, Aventura, Ficção científica"
486,Os Fabelmans,4.7,0 a 10, Steven Spielberg,Drama
487,Tár,4.7,0 a 10, Todd Field,"Drama, Música"
488,Avatar: O Caminho da Água,4.6,0 a 10, James Cameron,"Ficção científica, Aventura, Ação"
489,Top Gun: Maverick,4.6,0 a 10, Joseph Kosinski,"Ação, Drama"
490,The Banshees of Inisherin,4.5,0 a 10, Martin McDonagh,"Drama, Comédia"
491,A Mulher Rei,4.5,0 a 10, Gina Prince-Bythewood,"Ação, Drama, História"
492,Elvis,4.4,0 a 10, Baz Luhrmann,"Drama, Música, História"
493,Nope,4.4,0 a 10, Jordan Peele,"Terror, Mistério, Ficção científica"
494,Everything Everywhere All at Once,4.3,0 a 10, Daniel Kwan & Daniel Scheinert,"Ação, Aventura, Ficção científica"
495,Aftersun,4.3,0 a 10, Charlotte Wells,Drama
496,Men,4.2,0 a 10, Alex Garland,"Terror, Thriller, Fantasia"
497,Bones and All,4.2,0 a 10, Luca Guadagnino,"Drama, Terror, Romance"
498,Sorria,4.1,0 a 10, Parker Finn,Desconhecido
499,Kimi,4.1,0 a 10, Steven Soderbergh,"Thriller, Mistério, Crime"
500,Oppenheimer,4.8,0 a 10, Christopher Nolan,"Drama, História"
501,Barbie,4.7,0 a 10, Greta Gerwig,"Comédia, Aventura"
502,Killers of the Flower Moon,4.6,0 a 10, Martin Scorsese,"Crime, História, Drama"
503,Past Lives,4.6,0 a 10, Celine Song,"Drama, Romance"
504,Spider-Man: Através do Aranhaverso,4.5,0 a 10, Joaquim Dos Santos & Kemp Powers & Justin K. Thompson,"Animação, Ação, Aventura, Ficção científica"
505,Duna: Parte Dois,4.5,0 a 10, Denis Villeneuve,"Ficção científica, Aventura"
506,The Marvels,4.4,0 a 10, Nia DaCosta,"Ficção científica, Aventura, Ação"
507,The Holdovers,4.4,0 a 10, Alexander Payne,"Comédia, Drama"
508,Guardians of the Galaxy Vol. 3,4.3,0 a 10, James Gunn,"Ficção científica, Aventura, Ação"
509,The Killer,4.3,0 a 10, David Fincher,"Ação, Thriller, Crime"
510,John Wick: Capítulo 4,4.2,0 a 10, Chad Stahelski,"Ação, Thriller, Crime"
511,Priscilla,4.2,0 a 10, Sofia Coppola,"Drama, Romance"
512,Asteroid City,4.1,0 a 10, Wes Anderson,"Comédia, Drama"
513,Dungeons & Dragons: Honra Entre Rebeldes,4.1,0 a 10, Jonathan Goldstein & John Francis Daley,"Aventura, Fantasia, Comédia"
514,The Color Purple,4.0,0 a 10, Blitz Bazawule,Drama
515,Duna: Parte Três,4.8,0 a 10, Denis Villeneuve,"Ficção científica, Aventura"
516,Killers of the Flower Moon 2,4.7,0 a 10, Martin Scorsese,Desconhecido
517,Oppenheimer: A Continuação,4.6,0 a 10, Christopher Nolan,Desconhecido
518,Barbie 2,4.6,0 a 10, Greta Gerwig,"Animação, Família"
519,The Marvels 2,4.5,0 a 10, Nia DaCosta,"Ficção científica, Aventura, Ação"
520,Spider-Man: Através do Aranhaverso Parte Dois,4.5,0 a 10, Joaquim Dos Santos & Kemp Powers & Justin K. Thompson,Desconhecido
521,Priscilla 2,4.4,0 a 10, Sofia Coppola,Música
522,Guardians of the Galaxy Vol. 4,4.4,0 a 10, James Gunn,Desconhecido
523,John Wick: Capítulo 5,4.3,0 a 10, Chad Stahelski,"Ação, Crime, Thriller"
524,The Killer: Reloaded,4.3,0 a 10, David Fincher,Desconhecido
525,Past Lives 2,4.2,0 a 10, Celine Song,Desconhecido
526,The Holdovers 2,4.2,0 a 10, Alexander Payne,Desconhecido
527,Dungeons & Dragons: Nova Aventura,4.1,0 a 10, Jonathan Goldstein & John Francis Daley,"Aventura, Fantasia, Comédia"
528,Asteroid City 2,4.1,0 a 10, Wes Anderson,Desconhecido
529,The Color Purple: Nova Geração,4.0,0 a 10, Blitz Bazawule,Desconhecido
530,Os Bons Companheiros,4.8,0 a 5, Martin Scorsese,"Drama, Crime"
531,Misery - Louca Obsessão,4.7,0 a 5, Rob Reiner,"Drama, Thriller"
532,A Família Addams,4.6,0 a 5, Barry Sonnenfeld,"Comédia, Fantasia"
533,Dança com Lobos,4.6,0 a 5, Kevin Costner,"Aventura, Drama, Faroeste"
534,A Caça ao Outubro Vermelho,4.5,0 a 5, John McTiernan,"Ação, Aventura, Thriller"
535,Edward Mãos de Tesoura,4.5,0 a 5, Tim Burton,"Fantasia, Drama, Romance"
536,Pretty Woman,4.4,0 a 5, Garry Marshall,"Romance, Comédia"
537,O Silêncio dos Inocentes,4.4,0 a 5, Jonathan Demme,"Crime, Drama, Thriller"
538,Despedida em Las Vegas,4.3,0 a 5, Mike Figgis,"Drama, Romance"
539,O Exterminador do Futuro 2: O Julgamento Final,4.3,0 a 5, James Cameron,"Ação, Thriller, Ficção científica"
540,Encontros e Desencontros,4.2,0 a 5, David Mamet,"Drama, Romance"
541,Gremlins 2: A Nova Geração,4.2,0 a 5, Joe Dante,"Comédia, Terror, Fantasia"
542,Coração Selvagem,4.1,0 a 5, David Lynch,"Crime, Thriller, Romance"
543,A Lenda do Tesouro Perdido,4.1,0 a 5, Peter MacDonald,"Aventura, Ação, Thriller, Mistério"
544,O Guarda-Costas,4.0,0 a 5, Mick Jackson,"Ação, Drama, Romance"
545,O Silêncio dos Inocentes,4.8,0 a 5, Jonathan Demme,"Crime, Drama, Thriller"
546,A Lista de Schindler,4.8,0 a 5, Steven Spielberg,"Drama, História, Guerra"
547,Os Intocáveis,4.6,0 a 5, Brian De Palma,"Crime, História, Thriller"
548,Jogo de Poder,4.5,0 a 5, Richard Attenborough,"Drama, Thriller"
549,O Exterminador do Futuro 2: O Julgamento Final,4.5,0 a 5, James Cameron,"Ação, Thriller, Ficção científica"
550,O Pequeno Stuart Little,4.4,0 a 5, Rob Minkoff,"Família, Fantasia, Comédia, Aventura, Animação"
551,A Princesa Prometida,4.4,0 a 5, Rob Reiner,"Aventura, Família, Fantasia, Comédia, Romance"
552,O Cabeça de Vento,4.3,0 a 5, Ron Underwood,"Comédia, Crime, Música"
553,A Lenda do Tesouro Perdido,4.3,0 a 5, Peter MacDonald,"Aventura, Ação, Thriller, Mistério"
554,A Família Addams,4.2,0 a 5, Barry Sonnenfeld,"Comédia, Fantasia"
555,O Guarda-Costas,4.2,0 a 5, Mick Jackson,"Ação, Drama, Romance"
556,A Viagem de Chihiro,4.1,0 a 5, Hayao Miyazaki,"Animação, Família, Fantasia"
557,A Caça ao Outubro Vermelho,4.1,0 a 5, John McTiernan,"Ação, Aventura, Thriller"
558,Gênio Indomável,4.0,0 a 5, Gus Van Sant,Drama
559,Dança com Lobos,4.0,0 a 5, Kevin Costner,"Aventura, Drama, Faroeste"
560,Os Bons Companheiros,4.8,0 a 5, Martin Scorsese,"Drama, Crime"
561,O Silêncio dos Inocentes,4.7,0 a 5, Jonathan Demme,"Crime, Drama, Thriller"
562,Uma Linda Mulher,4.6,0 a 5, Garry Marshall,"Romance, Comédia"
563,A Fuga das Galinhas,4.5,0 a 5, Peter Lord,"Família, Animação, Aventura, Comédia"
564,O Guarda-Costas,4.5,0 a 5, Mick Jackson,"Ação, Drama, Romance"
565,As Panteras,4.4,0 a 5, McG,"Ação, Aventura, Comédia"
566,O Exterminador do Futuro 2: O Julgamento Final,4.4,0 a 5, James Cameron,"Ação, Thriller, Ficção científica"
567,Atração Fatal,4.3,0 a 5, Adrian Lyne,"Thriller, Drama, Romance"
568,A Cor Púrpura,4.3,0 a 5, Steven Spielberg,Drama
569,A Última Ceia,4.2,0 a 5, Spike Lee,"Drama, Romance"
570,Coração Valente,4.2,0 a 5, Mel Gibson,"Ação, Drama, História, Guerra"
571,Caminhos Perigosos,4.1,0 a 5, David Mamet,"Drama, Crime"
572,Beleza Americana,4.1,0 a 5, Sam Mendes,Drama
573,A Morte e a Donzela,4.0,0 a 5, Roman Polanski,"Drama, Thriller"
574,Os Vingadores,4.0,0 a 5, Jeremiah S. Chechik,"Ficção científica, Ação, Aventura"
575,A Lista de Schindler,4.8,0 a 5, Steven Spielberg,"Drama, História, Guerra"
576,Jurassic Park,4.7,0 a 5, Steven Spielberg,"Aventura, Ficção científica"
577,O Piano,4.6,0 a 5, Jane Campion,"Drama, Romance"
578,A Última Ceia,4.5,0 a 5, Spike Lee,"Drama, Romance"
579,O Silêncio dos Inocentes,4.5,0 a 5, Jonathan Demme,"Crime, Drama, Thriller"
580,Nascido Para Matar,4.4,0 a 5, Stanley Kubrick,"Drama, Guerra"
581,A Cor Púrpura,4.4,0 a 5, Steven Spielberg,Drama
582,O Último dos Moicanos,4.3,0 a 5, Michael Mann,"Ação, Aventura, Drama, História, Romance, Guerra"
583,Uma Linda Mulher,4.2,0 a 5, Garry Marshall,"Romance, Comédia"
584,A Vida é Bela,4.2,0 a 5, Roberto Benigni,"Comédia, Drama"
585,Os Três Mosqueteiros,4.1,0 a 5, Stephen Herek,"Aventura, Ação, Drama"
586,A Morte e a Donzela,4.1,0 a 5, Roman Polanski,"Drama, Thriller"
587,Apenas um Show,4.0,0 a 5, Michel Gondry,"Animação, Comédia, Ficção científica, Cinema TV, Aventura, Ação"
588,Demolição,4.0,0 a 5, Walter Hill,"Comédia, Drama"
589,Risco Total,4.0,0 a 5, John Badham,"Ação, Aventura, Thriller"
590,Título (Ano),Classificação,0 a 5,Direção,Desconhecido
591,Pulp Fiction,4.8,0 a 5, Quentin Tarantino,"Thriller, Crime"
592,O Rei Leão,4.7,0 a 5, Roger Allers,"Família, Animação, Drama"
593,Forrest Gump - O Contador de Histórias,4.7,0 a 5, Robert Zemeckis,"Comédia, Drama, Romance"
594,O Máskara,4.5,0 a 5, Chuck Russell,"Romance, Comédia, Crime, Fantasia"
595,A Lista de Schindler,4.5,0 a 5, Steven Spielberg,"Drama, História, Guerra"
596,As Aventuras de Pi,4.4,0 a 5, Ang Lee,"Aventura, Drama"
597,Um Lugar Chamado Notting Hill,4.4,0 a 5, Roger Michell,"Romance, Comédia"
598,Apenas um Show,4.3,0 a 5, Michel Gondry,"Animação, Comédia, Ficção científica, Cinema TV, Aventura, Ação"
599,A Espera de um Milagre,4.3,0 a 5, Frank Darabont,"Fantasia, Drama, Crime"
600,Coração Valente,4.3,0 a 5, Mel Gibson,"Ação, Drama, História, Guerra"
601,A Morte e a Donzela,4.2,0 a 5, Roman Polanski,"Drama, Thriller"
602,O Exterminador do Futuro 2: O Julgamento Final,4.2,0 a 5, James Cameron,"Ação, Thriller, Ficção científica"
